"","Rnk","GC","hours","minutes","seconds","BIB","Specialty","Rider","Age","Team","UCI","Pnt","Time","year","tot_seconds"
"1228",92,78,3,51,57,215,"Classic","GAUTIER Cyril   B&B Hotels - Vital Concept p/b KTM",32,"B&B Hotels - Vital Concept p/b KTM",NA,NA,",,0:39",2020,13917
"1229",93,95,4,25,50,85,"GC","QUINTANA Dayer   Team Arkéa Samsic",28,"Team Arkéa Samsic",NA,NA,"0:470:47",2020,15950
"1230",94,43,2,33,30,47,"TT","JUNGELS Bob   Deceuninck - Quick Step",27,"Deceuninck - Quick Step",NA,NA,"1:011:01",2020,9210
"1231",95,53,2,54,17,216,"Hills","PACHER Quentin   B&B Hotels - Vital Concept p/b KTM",28,"B&B Hotels - Vital Concept p/b KTM",NA,NA,"1:061:06",2020,10457
"1232",96,63,3,25,17,23,"GC","GROßSCHARTNER Felix   BORA - hansgrohe",26,"BORA - hansgrohe",NA,NA,",,1:06",2020,12317
"1233",97,33,2,15,39,24,"Climber","KÄMNA Lennard   BORA - hansgrohe",24,"BORA - hansgrohe",NA,NA,",,1:06",2020,8139
"1234",98,94,4,24,52,55,"Sprint","LADAGNOUS Matthieu   Groupama - FDJ",35,"Groupama - FDJ",NA,NA,",,1:06",2020,15892
"1235",99,48,2,44,27,113,"Climber","GESCHKE Simon   CCC Team",34,"CCC Team",NA,NA,",,1:06",2020,9867
"1236",100,139,5,34,43,176,"GC","NIV Guy   Israel Start-Up Nation",26,"Israel Start-Up Nation",NA,NA,"1:091:09",2020,20083
"1237",101,68,3,37,12,173,"GC","HERMANS Ben   Israel Start-Up Nation",34,"Israel Start-Up Nation",NA,NA,",,1:09",2020,13032
"1238",102,13,0,25,53,3,"Climber","CARAPAZ RichardINEOS Grenadiers",27,"INEOS Grenadiers",NA,NA,",,1:09",2020,1553
"1239",103,66,3,32,40,82,"GC","ANACONA Winner   Team Arkéa Samsic",32,"Team Arkéa Samsic",NA,NA,",,1:09",2020,12760
"1240",104,85,4,11,3,175,"Classic","NEILANDS Krists   Israel Start-Up Nation",26,"Israel Start-Up Nation",NA,NA,",,1:09",2020,15063
"1241",105,11,0,16,58,121,"Climber","MARTIN Guillaume   Cofidis",27,"Cofidis",NA,NA,"0:000:00",2020,1018
"1242",106,24,1,39,27,58,"GC","REICHENBACH Sébastien   Groupama - FDJ",31,"Groupama - FDJ",NA,NA,"1:091:09",2020,5967
"1243",107,111,4,48,47,137,"Sprint","MARCATO Marco   UAE Team Emirates",36,"UAE Team Emirates",NA,NA,",,1:09",2020,17327
"1244",108,120,5,9,2,177,"Classic","POLITT Nils   Israel Start-Up Nation",26,"Israel Start-Up Nation",NA,NA,",,1:09",2020,18542
"1245",109,52,2,51,56,154,"TT","DE GENDT Thomas   Lotto Soudal",33,"Lotto Soudal",NA,NA,"1:131:13",2020,10316
"1246",110,102,4,35,48,84,"Classic","LEDANOIS Kévin   Team Arkéa Samsic",27,"Team Arkéa Samsic",NA,NA,"1:151:15",2020,16548
"1247",111,44,2,34,50,124,"GC","HERRADA Jesús   Cofidis",30,"Cofidis",NA,NA,"1:171:17",2020,9290
"1248",112,65,3,27,46,36,"Classic","PETERS Nans   AG2R La Mondiale",26,"AG2R La Mondiale",NA,NA,",,1:17",2020,12466
"1249",113,146,6,7,2,158,"Sprint","KLUGE Roger   Lotto Soudal",34,"Lotto Soudal",NA,NA,"1:201:20",2020,22022
"1250",114,86,4,14,28,127,"Classic","PÉRICHON Pierre-Luc   Cofidis",33,"Cofidis",NA,NA,"1:231:23",2020,15268
"1251",115,50,2,49,50,111,"Classic","VAN AVERMAET Greg   CCC Team",35,"CCC Team",NA,NA,"1:251:25",2020,10190
"1252",116,97,4,28,39,165,"Hills","IMPEY Daryl   Mitchelton-Scott",35,"Mitchelton-Scott",NA,NA,"1:261:26",2020,16119
"1253",117,58,3,6,26,205,"TT","KRAGH ANDERSEN Søren   Team Sunweb",26,"Team Sunweb",NA,NA,"1:281:28",2020,11186
